# Renewables.ninja Solar PV (Point API) - 62.240, 25.746 - Version: 1.1 (using GSEE v0.3.1) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060
# Units: time in UTC, local_time in Europe/Helsinki, electricity in kW, irradiance_direct in kW/m², irradiance_diffuse in kW/m², temperature in ºC
# {"units": {"time": "UTC", "local_time": "Europe/Helsinki", "electricity": "kW", "irradiance_direct": "kW/m\u00b2", "irradiance_diffuse": "kW/m\u00b2", "temperature": "\u00baC"}, "params": {"local_time": true, "header": true, "lat": "62.239529280915335", "lon": "25.746290759606264", "date_from": "2012-01-01", "date_to": "2012-12-31", "dataset": "merra2", "capacity": "1", "system_loss": "0.1", "tracking": "0", "tilt": "35", "azim": "180", "raw": true}}
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature
2012-01-04 10:00,2012-01-04 12:00,0.006,0.002,0.013,-0.502
2012-01-04 11:00,2012-01-04 13:00,0.005,0.002,0.012,-0.506
2012-01-04 12:00,2012-01-04 14:00,0,0.001,0.003,-0.555
2012-01-04 13:00,2012-01-04 15:00,0,0,0,-0.557
2012-01-04 14:00,2012-01-04 16:00,0,0,0,-0.502
2012-01-04 15:00,2012-01-04 17:00,0,0,0,-0.448
2012-01-04 16:00,2012-01-04 18:00,0,0,0,-0.432
2012-01-04 17:00,2012-01-04 19:00,0,0,0,-0.367
2012-01-04 18:00,2012-01-04 20:00,0,0,0,-0.263
2012-01-04 19:00,2012-01-04 21:00,0,0,0,-0.159
2012-01-04 20:00,2012-01-04 22:00,0,0,0,-0.078
2012-01-04 21:00,2012-01-04 23:00,0,0,0,-0.044
2012-01-04 22:00,2012-01-05 00:00,0,0,0,-0.049
2012-01-04 23:00,2012-01-05 01:00,0,0,0,-0.066
2012-01-05 00:00,2012-01-05 02:00,0,0,0,-0.092
2012-01-05 01:00,2012-01-05 03:00,0,0,0,-0.151
2012-01-05 02:00,2012-01-05 04:00,0,0,0,-0.231
2012-01-05 03:00,2012-01-05 05:00,0,0,0,-0.357
2012-01-05 04:00,2012-01-05 06:00,0,0,0,-0.509
2012-01-05 05:00,2012-01-05 07:00,0,0,0,-0.697
2012-01-05 06:00,2012-01-05 08:00,0,0,0,-0.883
2012-01-05 07:00,2012-01-05 09:00,0,0,0,-1.073
2012-01-05 08:00,2012-01-05 10:00,0.004,0.003,0.008,-1.142
2012-01-05 09:00,2012-01-05 11:00,0.015,0.006,0.020,-1.107
2012-01-05 10:00,2012-01-05 12:00,0.016,0.006,0.022,-1.048
2012-01-05 11:00,2012-01-05 13:00,0.007,0.003,0.014,-1.062
2012-01-05 12:00,2012-01-05 14:00,0,0.001,0.003,-1.124
2012-01-05 13:00,2012-01-05 15:00,0,0,0,-1.201
2012-01-05 14:00,2012-01-05 16:00,0,0,0,-1.252
2012-01-05 15:00,2012-01-05 17:00,0,0,0,-1.324
2012-01-05 16:00,2012-01-05 18:00,0,0,0,-1.420
2012-01-05 17:00,2012-01-05 19:00,0,0,0,-1.557
2012-01-05 18:00,2012-01-05 20:00,0,0,0,-1.801
2012-01-05 19:00,2012-01-05 21:00,0,0,0,-2.092
2012-01-05 20:00,2012-01-05 22:00,0,0,0,-2.309
2012-01-05 21:00,2012-01-05 23:00,0,0,0,-2.687
2012-01-05 22:00,2012-01-06 00:00,0,0,0,-3.134
2012-01-05 23:00,2012-01-06 01:00,0,0,0,-3.570
2012-01-06 00:00,2012-01-06 02:00,0,0,0,-4.206
2012-01-06 01:00,2012-01-06 03:00,0,0,0,-4.892
2012-01-06 02:00,2012-01-06 04:00,0,0,0,-5.547
2012-01-06 03:00,2012-01-06 05:00,0,0,0,-6.114
2012-01-06 04:00,2012-01-06 06:00,0,0,0,-6.434
2012-01-06 05:00,2012-01-06 07:00,0,0,0,-6.623
2012-01-06 06:00,2012-01-06 08:00,0,0,0,-6.765
2012-01-06 07:00,2012-01-06 09:00,0,0,0,-7.002
2012-01-06 08:00,2012-01-06 10:00,0.011,0.009,0.012,-6.920
2012-01-06 09:00,2012-01-06 11:00,0.030,0.017,0.026,-6.344
2012-01-06 10:00,2012-01-06 12:00,0.039,0.021,0.031,-6.033
2012-01-06 11:00,2012-01-06 13:00,0.025,0.015,0.023,-6.026
2012-01-06 12:00,2012-01-06 14:00,0.003,0.005,0.005,-6.474
2012-01-06 13:00,2012-01-06 15:00,0,0,0,-7.053
2012-01-06 14:00,2012-01-06 16:00,0,0,0,-7.199
2012-01-06 15:00,2012-01-06 17:00,0,0,0,-7.489
2012-01-06 16:00,2012-01-06 18:00,0,0,0,-8.326
2012-01-06 17:00,2012-01-06 19:00,0,0,0,-9.971
2012-01-06 18:00,2012-01-06 20:00,0,0,0,-11.612
2012-01-06 19:00,2012-01-06 21:00,0,0,0,-12.743
2012-01-06 20:00,2012-01-06 22:00,0,0,0,-13.354
2012-01-06 21:00,2012-01-06 23:00,0,0,0,-13.124
2012-01-06 22:00,2012-01-07 00:00,0,0,0,-12.693
2012-01-06 23:00,2012-01-07 01:00,0,0,0,-12.489
2012-01-07 00:00,2012-01-07 02:00,0,0,0,-12.683
2012-01-07 01:00,2012-01-07 03:00,0,0,0,-13.360
2012-01-07 02:00,2012-01-07 04:00,0,0,0,-13.832
2012-01-07 03:00,2012-01-07 05:00,0,0,0,-14.148
2012-01-07 04:00,2012-01-07 06:00,0,0,0,-14.088
2012-01-07 05:00,2012-01-07 07:00,0,0,0,-13.871
2012-01-07 06:00,2012-01-07 08:00,0,0,0,-13.774
2012-01-07 07:00,2012-01-07 09:00,0,0,0,-13.508
2012-01-07 08:00,2012-01-07 10:00,0.003,0.002,0.008,-13.322
2012-01-07 09:00,2012-01-07 11:00,0.012,0.004,0.018,-13.111
2012-01-07 10:00,2012-01-07 12:00,0.014,0.004,0.021,-12.820
2012-01-07 11:00,2012-01-07 13:00,0.009,0.003,0.015,-12.609
2012-01-07 12:00,2012-01-07 14:00,0,0.001,0.004,-12.597
2012-01-07 13:00,2012-01-07 15:00,0,0,0,-12.775
2012-01-07 14:00,2012-01-07 16:00,0,0,0,-13.011
2012-01-07 15:00,2012-01-07 17:00,0,0,0,-13.350
2012-01-07 16:00,2012-01-07 18:00,0,0,0,-13.766
2012-01-07 17:00,2012-01-07 19:00,0,0,0,-14.449
2012-01-07 18:00,2012-01-07 20:00,0,0,0,-15.410
2012-01-07 19:00,2012-01-07 21:00,0,0,0,-16.325
2012-01-07 20:00,2012-01-07 22:00,0,0,0,-17.317
2012-01-07 21:00,2012-01-07 23:00,0,0,0,-18.139
2012-01-07 22:00,2012-01-08 00:00,0,0,0,-18.704
2012-01-07 23:00,2012-01-08 01:00,0,0,0,-18.911
2012-01-08 00:00,2012-01-08 02:00,0,0,0,-18.590
2012-01-08 01:00,2012-01-08 03:00,0,0,0,-18.207
2012-01-08 02:00,2012-01-08 04:00,0,0,0,-17.546
2012-01-08 03:00,2012-01-08 05:00,0,0,0,-16.778
2012-01-08 04:00,2012-01-08 06:00,0,0,0,-16.214
2012-01-08 05:00,2012-01-08 07:00,0,0,0,-15.596
2012-01-08 06:00,2012-01-08 08:00,0,0,0,-15.139
2012-01-08 07:00,2012-01-08 09:00,0,0.001,0.001,-14.922
2012-01-08 08:00,2012-01-08 10:00,0.025,0.020,0.016,-14.546
2012-01-08 09:00,2012-01-08 11:00,0.060,0.039,0.033,-13.634
2012-01-08 10:00,2012-01-08 12:00,0.062,0.038,0.036,-12.718
2012-01-08 11:00,2012-01-08 13:00,0.033,0.020,0.025,-12.033
2012-01-08 12:00,2012-01-08 14:00,0.005,0.006,0.007,-11.784
2012-01-08 13:00,2012-01-08 15:00,0,0,0,-11.718
2012-01-08 14:00,2012-01-08 16:00,0,0,0,-11.626
2012-01-08 15:00,2012-01-08 17:00,0,0,0,-11.622
2012-01-08 16:00,2012-01-08 18:00,0,0,0,-11.642
2012-01-08 17:00,2012-01-08 19:00,0,0,0,-11.636
2012-01-08 18:00,2012-01-08 20:00,0,0,0,-11.743
2012-01-08 19:00,2012-01-08 21:00,0,0,0,-11.728
2012-01-08 20:00,2012-01-08 22:00,0,0,0,-11.431
2012-01-08 21:00,2012-01-08 23:00,0,0,0,-11.026
2012-01-08 22:00,2012-01-09 00:00,0,0,0,-10.830
2012-01-08 23:00,2012-01-09 01:00,0,0,0,-10.940
2012-01-09 00:00,2012-01-09 02:00,0,0,0,-11.279
2012-01-09 01:00,2012-01-09 03:00,0,0,0,-11.614
2012-01-09 02:00,2012-01-09 04:00,0,0,0,-11.470
2012-01-09 03:00,2012-01-09 05:00,0,0,0,-11.075
2012-01-09 04:00,2012-01-09 06:00,0,0,0,-10.740
2012-01-09 05:00,2012-01-09 07:00,0,0,0,-10.710
2012-01-09 06:00,2012-01-09 08:00,0,0,0,-10.828
2012-01-09 07:00,2012-01-09 09:00,0,0,0,-10.894
2012-01-09 08:00,2012-01-09 10:00,0.003,0.002,0.009,-10.761
2012-01-09 09:00,2012-01-09 11:00,0.011,0.003,0.017,-10.422
2012-01-09 10:00,2012-01-09 12:00,0.013,0.003,0.020,-10.178
2012-01-09 11:00,2012-01-09 13:00,0.010,0.003,0.016,-10.091
2012-01-09 12:00,2012-01-09 14:00,0.001,0.001,0.005,-10.242
2012-01-09 13:00,2012-01-09 15:00,0,0,0,-10.488
2012-01-09 14:00,2012-01-09 16:00,0,0,0,-10.628
2012-01-09 15:00,2012-01-09 17:00,0,0,0,-10.555
2012-01-09 16:00,2012-01-09 18:00,0,0,0,-10.574
2012-01-09 17:00,2012-01-09 19:00,0,0,0,-11.081
2012-01-09 18:00,2012-01-09 20:00,0,0,0,-11.842
2012-01-09 19:00,2012-01-09 21:00,0,0,0,-12.470
2012-01-09 20:00,2012-01-09 22:00,0,0,0,-13.024
2012-01-09 21:00,2012-01-09 23:00,0,0,0,-13.576
2012-01-09 22:00,2012-01-10 00:00,0,0,0,-14.001
2012-01-09 23:00,2012-01-10 01:00,0,0,0,-14.056
2012-01-10 00:00,2012-01-10 02:00,0,0,0,-13.588
2012-01-10 01:00,2012-01-10 03:00,0,0,0,-13.234
2012-01-10 02:00,2012-01-10 04:00,0,0,0,-13.017
2012-01-10 03:00,2012-01-10 05:00,0,0,0,-12.870
2012-01-10 04:00,2012-01-10 06:00,0,0,0,-12.967
2012-01-10 05:00,2012-01-10 07:00,0,0,0,-13.260
2012-01-10 06:00,2012-01-10 08:00,0,0,0,-13.442
2012-01-10 07:00,2012-01-10 09:00,0,0.001,0.001,-13.690
2012-01-10 08:00,2012-01-10 10:00,0.017,0.012,0.016,-13.704
2012-01-10 09:00,2012-01-10 11:00,0.036,0.018,0.030,-12.875
2012-01-10 10:00,2012-01-10 12:00,0.039,0.018,0.033,-11.939
2012-01-10 11:00,2012-01-10 13:00,0.029,0.015,0.026,-11.504
2012-01-10 12:00,2012-01-10 14:00,0.006,0.006,0.008,-11.782
2012-01-10 13:00,2012-01-10 15:00,0,0,0,-12.474
2012-01-10 14:00,2012-01-10 16:00,0,0,0,-12.672
2012-01-10 15:00,2012-01-10 17:00,0,0,0,-12.218
2012-01-10 16:00,2012-01-10 18:00,0,0,0,-11.877
2012-01-10 17:00,2012-01-10 19:00,0,0,0,-11.627
2012-01-10 18:00,2012-01-10 20:00,0,0,0,-10.987
2012-01-10 19:00,2012-01-10 21:00,0,0,0,-10.340
2012-01-10 20:00,2012-01-10 22:00,0,0,0,-9.787
2012-01-10 21:00,2012-01-10 23:00,0,0,0,-9.480
2012-01-10 22:00,2012-01-11 00:00,0,0,0,-9.176
2012-01-10 23:00,2012-01-11 01:00,0,0,0,-8.797
2012-01-11 00:00,2012-01-11 02:00,0,0,0,-8.503
2012-01-11 01:00,2012-01-11 03:00,0,0,0,-7.985
2012-01-11 02:00,2012-01-11 04:00,0,0,0,-7.690
2012-01-11 03:00,2012-01-11 05:00,0,0,0,-7.397
2012-01-11 04:00,2012-01-11 06:00,0,0,0,-7.042
2012-01-11 05:00,2012-01-11 07:00,0,0,0,-6.720
2012-01-11 06:00,2012-01-11 08:00,0,0,0,-6.524
2012-01-11 07:00,2012-01-11 09:00,0,0,0.001,-6.417
2012-01-11 08:00,2012-01-11 10:00,0.007,0.004,0.012,-6.340
2012-01-11 09:00,2012-01-11 11:00,0.015,0.005,0.022,-5.750
2012-01-11 10:00,2012-01-11 12:00,0.016,0.004,0.023,-5.090
2012-01-11 11:00,2012-01-11 13:00,0.009,0.003,0.016,-4.853
2012-01-11 12:00,2012-01-11 14:00,0,0.001,0.004,-4.955
2012-01-11 13:00,2012-01-11 15:00,0,0,0,-5.040
2012-01-11 14:00,2012-01-11 16:00,0,0,0,-4.980
2012-01-11 15:00,2012-01-11 17:00,0,0,0,-5.072
2012-01-11 16:00,2012-01-11 18:00,0,0,0,-5.573
2012-01-11 17:00,2012-01-11 19:00,0,0,0,-6.143
2012-01-11 18:00,2012-01-11 20:00,0,0,0,-6.130
2012-01-11 19:00,2012-01-11 21:00,0,0,0,-6.003
2012-01-11 20:00,2012-01-11 22:00,0,0,0,-5.768
2012-01-11 21:00,2012-01-11 23:00,0,0,0,-6.095
2012-01-11 22:00,2012-01-12 00:00,0,0,0,-6.704
2012-01-11 23:00,2012-01-12 01:00,0,0,0,-7.121
2012-01-12 00:00,2012-01-12 02:00,0,0,0,-6.985
2012-01-12 01:00,2012-01-12 03:00,0,0,0,-7.173
2012-01-12 02:00,2012-01-12 04:00,0,0,0,-7.276
2012-01-12 03:00,2012-01-12 05:00,0,0,0,-7.279
2012-01-12 04:00,2012-01-12 06:00,0,0,0,-7.234
2012-01-12 05:00,2012-01-12 07:00,0,0,0,-7.156
2012-01-12 06:00,2012-01-12 08:00,0,0,0,-6.970
2012-01-12 07:00,2012-01-12 09:00,0,0,0.001,-6.575
2012-01-12 08:00,2012-01-12 10:00,0.005,0.002,0.011,-6.308
2012-01-12 09:00,2012-01-12 11:00,0.010,0.002,0.017,-5.900
2012-01-12 10:00,2012-01-12 12:00,0.006,0.001,0.014,-5.470
2012-01-12 11:00,2012-01-12 13:00,0.002,0.001,0.008,-5.081
2012-01-12 12:00,2012-01-12 14:00,0,0,0.002,-4.660
2012-01-12 13:00,2012-01-12 15:00,0,0,0,-4.144
2012-01-12 14:00,2012-01-12 16:00,0,0,0,-3.512
2012-01-12 15:00,2012-01-12 17:00,0,0,0,-2.875
2012-01-12 16:00,2012-01-12 18:00,0,0,0,-2.365
2012-01-12 17:00,2012-01-12 19:00,0,0,0,-2.032
2012-01-12 18:00,2012-01-12 20:00,0,0,0,-1.950
2012-01-12 19:00,2012-01-12 21:00,0,0,0,-2.140
2012-01-12 20:00,2012-01-12 22:00,0,0,0,-2.423
2012-01-12 21:00,2012-01-12 23:00,0,0,0,-2.571
2012-01-12 22:00,2012-01-13 00:00,0,0,0,-2.801
2012-01-12 23:00,2012-01-13 01:00,0,0,0,-3.205
2012-01-13 00:00,2012-01-13 02:00,0,0,0,-3.588
2012-01-13 01:00,2012-01-13 03:00,0,0,0,-3.921
2012-01-13 02:00,2012-01-13 04:00,0,0,0,-4.181
2012-01-13 03:00,2012-01-13 05:00,0,0,0,-4.346
2012-01-13 04:00,2012-01-13 06:00,0,0,0,-4.432
2012-01-13 05:00,2012-01-13 07:00,0,0,0,-4.514
2012-01-13 06:00,2012-01-13 08:00,0,0,0,-4.611
2012-01-13 07:00,2012-01-13 09:00,0,0,0.001,-4.735
2012-01-13 08:00,2012-01-13 10:00,0.004,0.002,0.010,-4.842
2012-01-13 09:00,2012-01-13 11:00,0.011,0.003,0.018,-4.866
2012-01-13 10:00,2012-01-13 12:00,0.011,0.002,0.019,-4.857
2012-01-13 11:00,2012-01-13 13:00,0.006,0.001,0.013,-4.828
2012-01-13 12:00,2012-01-13 14:00,0,0.001,0.004,-4.817
2012-01-13 13:00,2012-01-13 15:00,0,0,0,-4.843
2012-01-13 14:00,2012-01-13 16:00,0,0,0,-4.857
2012-01-13 15:00,2012-01-13 17:00,0,0,0,-4.907
2012-01-13 16:00,2012-01-13 18:00,0,0,0,-5.013
2012-01-13 17:00,2012-01-13 19:00,0,0,0,-5.190
2012-01-13 18:00,2012-01-13 20:00,0,0,0,-5.554
2012-01-13 19:00,2012-01-13 21:00,0,0,0,-6.104
2012-01-13 20:00,2012-01-13 22:00,0,0,0,-6.632
2012-01-13 21:00,2012-01-13 23:00,0,0,0,-7.006
2012-01-13 22:00,2012-01-14 00:00,0,0,0,-7.251
2012-01-13 23:00,2012-01-14 01:00,0,0,0,-7.404
2012-01-14 00:00,2012-01-14 02:00,0,0,0,-7.513
2012-01-14 01:00,2012-01-14 03:00,0,0,0,-7.608
2012-01-14 02:00,2012-01-14 04:00,0,0,0,-7.737
2012-01-14 03:00,2012-01-14 05:00,0,0,0,-7.967
2012-01-14 04:00,2012-01-14 06:00,0,0,0,-8.306
2012-01-14 05:00,2012-01-14 07:00,0,0,0,-8.661
2012-01-14 06:00,2012-01-14 08:00,0,0,0,-8.979
2012-01-14 07:00,2012-01-14 09:00,0,0.001,0.002,-9.230
2012-01-14 08:00,2012-01-14 10:00,0.015,0.008,0.018,-9.308
2012-01-14 09:00,2012-01-14 11:00,0.027,0.010,0.029,-9.223
2012-01-14 10:00,2012-01-14 12:00,0.028,0.009,0.031,-9.019
2012-01-14 11:00,2012-01-14 13:00,0.021,0.008,0.024,-8.818
2012-01-14 12:00,2012-01-14 14:00,0.005,0.004,0.010,-8.703
2012-01-14 13:00,2012-01-14 15:00,0,0,0,-8.669
2012-01-14 14:00,2012-01-14 16:00,0,0,0,-8.709
2012-01-14 15:00,2012-01-14 17:00,0,0,0,-8.984
2012-01-14 16:00,2012-01-14 18:00,0,0,0,-9.435
2012-01-14 17:00,2012-01-14 19:00,0,0,0,-9.844
2012-01-14 18:00,2012-01-14 20:00,0,0,0,-10.277
2012-01-14 19:00,2012-01-14 21:00,0,0,0,-10.637
2012-01-14 20:00,2012-01-14 22:00,0,0,0,-10.831
2012-01-14 21:00,2012-01-14 23:00,0,0,0,-11.137
2012-01-14 22:00,2012-01-15 00:00,0,0,0,-11.612
2012-01-14 23:00,2012-01-15 01:00,0,0,0,-12.015
2012-01-15 00:00,2012-01-15 02:00,0,0,0,-12.259
2012-01-15 01:00,2012-01-15 03:00,0,0,0,-12.248
2012-01-15 02:00,2012-01-15 04:00,0,0,0,-12.169
2012-01-15 03:00,2012-01-15 05:00,0,0,0,-12.162
2012-01-15 04:00,2012-01-15 06:00,0,0,0,-12.320
2012-01-15 05:00,2012-01-15 07:00,0,0,0,-12.601
2012-01-15 06:00,2012-01-15 08:00,0,0,0,-13.145
2012-01-15 07:00,2012-01-15 09:00,0.001,0.003,0.003,-13.863
2012-01-15 08:00,2012-01-15 10:00,0.039,0.027,0.024,-14.042
2012-01-15 09:00,2012-01-15 11:00,0.079,0.049,0.041,-13.606
2012-01-15 10:00,2012-01-15 12:00,0.086,0.052,0.045,-13.031
2012-01-15 11:00,2012-01-15 13:00,0.059,0.036,0.035,-12.912
2012-01-15 12:00,2012-01-15 14:00,0.015,0.011,0.014,-13.323
2012-01-15 13:00,2012-01-15 15:00,0,0,0,-14.021
2012-01-15 14:00,2012-01-15 16:00,0,0,0,-14.461
2012-01-15 15:00,2012-01-15 17:00,0,0,0,-14.808
2012-01-15 16:00,2012-01-15 18:00,0,0,0,-15.252
2012-01-15 17:00,2012-01-15 19:00,0,0,0,-15.477
2012-01-15 18:00,2012-01-15 20:00,0,0,0,-15.418
2012-01-15 19:00,2012-01-15 21:00,0,0,0,-15.263
2012-01-15 20:00,2012-01-15 22:00,0,0,0,-14.999
2012-01-15 21:00,2012-01-15 23:00,0,0,0,-14.881
2012-01-15 22:00,2012-01-16 00:00,0,0,0,-14.838
2012-01-15 23:00,2012-01-16 01:00,0,0,0,-14.772
2012-01-16 00:00,2012-01-16 02:00,0,0,0,-14.564
2012-01-16 01:00,2012-01-16 03:00,0,0,0,-14.261
2012-01-16 02:00,2012-01-16 04:00,0,0,0,-14.070
2012-01-16 03:00,2012-01-16 05:00,0,0,0,-13.812
2012-01-16 04:00,2012-01-16 06:00,0,0,0,-13.585
2012-01-16 05:00,2012-01-16 07:00,0,0,0,-13.473
2012-01-16 06:00,2012-01-16 08:00,0,0,0,-13.538
2012-01-16 07:00,2012-01-16 09:00,0,0.002,0.003,-13.821
2012-01-16 08:00,2012-01-16 10:00,0.018,0.009,0.019,-13.964
2012-01-16 09:00,2012-01-16 11:00,0.039,0.017,0.034,-13.172
2012-01-16 10:00,2012-01-16 12:00,0.051,0.023,0.040,-12.471
2012-01-16 11:00,2012-01-16 13:00,0.041,0.020,0.033,-12.272
2012-01-16 12:00,2012-01-16 14:00,0.012,0.008,0.014,-12.542
2012-01-16 13:00,2012-01-16 15:00,0,0,0,-13.093
2012-01-16 14:00,2012-01-16 16:00,0,0,0,-13.439
2012-01-16 15:00,2012-01-16 17:00,0,0,0,-13.605
2012-01-16 16:00,2012-01-16 18:00,0,0,0,-13.932
2012-01-16 17:00,2012-01-16 19:00,0,0,0,-14.361
2012-01-16 18:00,2012-01-16 20:00,0,0,0,-14.753
2012-01-16 19:00,2012-01-16 21:00,0,0,0,-14.952
2012-01-16 20:00,2012-01-16 22:00,0,0,0,-14.859
2012-01-16 21:00,2012-01-16 23:00,0,0,0,-14.626
2012-01-16 22:00,2012-01-17 00:00,0,0,0,-14.561
